"intratherm_id","genus_species","genus","species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","logic_source_for_dispersal_distance2","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","Home.range.size_Km2","logic.source_for_Home.range.size","lifespan_days","lifespan_days_reference","Notes","is.nocturnal","is.nocturnal_source","is_in_south","season_when_away_100km_start","season_when_away_100km_stop","season_inactive_start","season_inactive_stop","season_inactive_start2","season_inactive_stop2","experienced_var_mean","experienced_var_max","sd_cumulative","ARR","std.error","statistic","p.value","conf.low","conf.high"
491,"Cottus carolinae","Cottus","carolinae","Chordata","Teleostei","Scorpaeniformes","Cottidae",NA,"Walsh et al. 1997","Comte","Cottus carolinae_40.03_-76.27",10,40.03,-76.27,"","Cottus","carolinae","Conasauga River Georgia US",7,28.69,"tmax",1.33,"SD",9,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,"730","AnAge","730","AnAge",NA,"0-1","MOVEMENT: more than 200m in capture-recapture+ fig 1(https://doi.org/10.1111/eff.12274) LARVAE: benthic nest spawners",NA,18,"TL male/unsexed -fishbase","9.5","TL male/unsexed -fishbase","9.5","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.000042","42m^2 or less (NatureServe Explorer)",1460,"4 years max (NatureServe Explorer)",NA,NA,NA,"N",NA,NA,NA,NA,"","",10.4277386764053,11.3670363833072,10.4470174583947,0.3648,0.03041841547484,11.9927351344693,0.00688117728664601,0.233920121622526,0.495679878377473
523,"Couesius plumbeus","Couesius","plumbeus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Darveau et al. 2012","Comte","Couesius plumbeus_51.38_-121.26",5,51.38,-121.26,"","Couesius","plumbeus","Green Lake British Columbia Canada",60,26.23,"tmax",NA,"SD",11,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","60","days",NA,"1095","https://animaldiversity.org/accounts/Couesius_plumbeus/","1095","https://animaldiversity.org/accounts/Couesius_plumbeus/","Y","0-1","MOVEMENT: recapture showns no intermingling of populations separated by ~1-2km (https://doi-org.proxy3.library.mcgill.ca/10.1139/f70-117) MIGRATION: migrate up to 3km for spawning (DOI: 10.1139/f70-117) LARVAE: non-pelagic fish",NA,23,"TL male/unsexed -fishbase","10.5","TL male/unsexed -fishbase","10.5","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","https://animaldiversity.org/accounts/Couesius_plumbeus/",NA,NA,"up to 40km in some cases but not confirmed that they stay in stream for a long time (https://www.umoncton.ca/sites/prof.prod.umoncton.ca/files/users/user109/Tech%20report%20chub%20and%20sucker%20movement.pdf) migrate locally 0.8-1.6km for spawning (https://animaldiversity.org/accounts/Couesius_plumbeus/)","Nikki","unk",NA,2555,"4-5 years average+ 7 years max (https://animaldiversity.org/accounts/Couesius_plumbeus/)",NA,NA,NA,"N",NA,NA,NA,NA,"","",10.3754248941679,11.0372827602905,10.4107024854115,0.6706,0.155077142093862,4.32429944829723,0.049537157255678,0.003356911248098,1.3378430887519
527,"Couesius plumbeus","Couesius","plumbeus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Darveau et al. 2012","Comte","Couesius plumbeus_59.4_-133.58",5,59.4,-133.58,"","Couesius","plumbeus","Atlin Warm Spring British Columbia Canada",60,25.87,"tmax",NA,"SD",11,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","60","days",NA,"1095","https://animaldiversity.org/accounts/Couesius_plumbeus/","1095","https://animaldiversity.org/accounts/Couesius_plumbeus/","Y","0-1","MOVEMENT: recapture showns no intermingling of populations separated by ~1-2km (https://doi-org.proxy3.library.mcgill.ca/10.1139/f70-117) MIGRATION: migrate up to 3km for spawning (DOI: 10.1139/f70-117) LARVAE: non-pelagic fish",NA,23,"TL male/unsexed -fishbase","10.5","TL male/unsexed -fishbase","10.5","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","https://animaldiversity.org/accounts/Couesius_plumbeus/",NA,NA,"up to 40km in some cases but not confirmed that they stay in stream for a long time (https://www.umoncton.ca/sites/prof.prod.umoncton.ca/files/users/user109/Tech%20report%20chub%20and%20sucker%20movement.pdf) migrate locally 0.8-1.6km for spawning (https://animaldiversity.org/accounts/Couesius_plumbeus/)","Nikki","unk",NA,2555,"4-5 years average+ 7 years max (https://animaldiversity.org/accounts/Couesius_plumbeus/)",NA,NA,NA,"N",NA,NA,NA,NA,"","",10.7584478388236,11.4827798168167,10.7917082579018,0.0980000000000011,NA,NA,NA,NA,NA
529,"Couesius plumbeus","Couesius","plumbeus","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Darveau et al. 2012","Comte","Couesius plumbeus_59.43_-126.09",5,59.43,-126.09,"","Couesius","plumbeus","Liard Hot Spring British Columbia Canada",60,26.73,"tmax",0.59,"SD",11,"critical","LOE","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","60","days",NA,"1095","https://animaldiversity.org/accounts/Couesius_plumbeus/","1095","https://animaldiversity.org/accounts/Couesius_plumbeus/","Y","0-1","MOVEMENT: recapture showns no intermingling of populations separated by ~1-2km (https://doi-org.proxy3.library.mcgill.ca/10.1139/f70-117) MIGRATION: migrate up to 3km for spawning (DOI: 10.1139/f70-117) LARVAE: non-pelagic fish",NA,23,"TL male/unsexed -fishbase","10.5","TL male/unsexed -fishbase","10.5","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","https://animaldiversity.org/accounts/Couesius_plumbeus/",NA,NA,"up to 40km in some cases but not confirmed that they stay in stream for a long time (https://www.umoncton.ca/sites/prof.prod.umoncton.ca/files/users/user109/Tech%20report%20chub%20and%20sucker%20movement.pdf) migrate locally 0.8-1.6km for spawning (https://animaldiversity.org/accounts/Couesius_plumbeus/)","Nikki","unk",NA,2555,"4-5 years average+ 7 years max (https://animaldiversity.org/accounts/Couesius_plumbeus/)",NA,NA,NA,"N",NA,NA,NA,NA,"","",13.4560282721636,14.2951517840013,13.4882141474668,0.6482,0.117181397841125,5.53159470651505,0.0311617477323223,0.144009138703026,1.15239086129697
567,"Ctenopharyngodon idella","Ctenopharyngodon","idella","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Sheng & Xu 2008","Comte","Ctenopharyngodon idella_26.47_99.15",15,26.47,99.15,"","Ctenopharyngodon","idella","Dahuofang reservoir Yingpan China",NA,28.8,"tmax",NA,"SD",NA,"lethal","death","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"1520","AnAge","1460","AnAge",NA,"10-100","MOVEMENT: displacement ranged from 182.9 m to 18+292.6 m (https://doi.org/10.1577/1548-8659(1978)107<146:MOGCCI>2.0.CO;2) LARVAE: spawn on river beds with very strong current (fishbase)+ eggs found to possibly move 25km using dispersal model depending on current (https://doi.org/10.1371/journal.pone.0119023) possible of 18km displacement in a month (https://doi.org/10.1577/1548-8659(1978)107<146:MOGCCI>2.0.CO;2)",NA,150,"TL male/unsexed -fishbase","10.7","SL male/unsexed -fishbase","10.7","SL male/unsexed -fishbase","Y","none","shown to be active in winter (https://doi.org/10.1577/1548-8659(1978)107<146:MOGCCI>2.0.CO;2)","non-migratory","NatureServe Explorer",NA,NA,NA,"Nikki","32.32","mean home range 3+234 ha (https://doi.org/10.1577/1548-8659(1997)126<0467:DAMBOR>2.3.CO;2)",7665,"15-20 years+ 21 years max (fishbase + NatureServe Explorer)",NA,NA,NA,"N",NA,NA,NA,NA,"","",4.72934596027291,5.60996081825273,4.77820274213692,0.491533333333332,0.105443330751641,4.6615876967229,0.00089215550140809,0.256590951402762,0.726475715263902
590,"Cyprinella lutrensis","Cyprinella","lutrensis","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Deacon et al. 1987","Comte","Cyprinella lutrensis_37.2_-113.26",10,37.2,-113.26,"","Cyprinella","lutrensis","Virgin River Utha US",14,30.1,"tmax",1.05,"SD",6,"critical","LOE","0.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","14","days",NA,"365","http://explorer.natureserve.org","365","http://explorer.natureserve.org",NA,"unk",NA,NA,9,"TL male/unsexed -fishbase","5","TL male/unsexed -fishbase","5","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,1095,"3 years maximum - fishbase",NA,NA,NA,"N",NA,NA,NA,NA,"","",9.83269566074054,10.8876005810713,9.85690316257515,0.578999999999999,0.00519615242270573,111.428601953617,0.00571309942967707,0.512976623476729,0.645023376523268
594,"Cyprinella lutrensis","Cyprinella","lutrensis","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Carveth et al. 2006","Comte","Cyprinella lutrensis_32.874_-110.809",25,32.874,-110.809,"inferred","Cyprinella","lutrensis","centroid of Aravaipa Creek,Bonita Creek, San Pedro River, Verde River, Arizona, United States",14,39.5,"tmax",0.53,"SD",12,"lethal","death","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","14","days",NA,"365","http://explorer.natureserve.org","365","http://explorer.natureserve.org",NA,"unk",NA,NA,9,"TL male/unsexed -fishbase","5","TL male/unsexed -fishbase","5","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,1095,"3 years maximum - fishbase",NA,NA,NA,"N",NA,NA,NA,NA,"","",8.02227232734327,8.81356597637337,8.04396674800444,0.366666666666666,0.124007168251589,2.95681831813758,0.0416859294165044,0.0223675713651041,0.710965761968228
604,"Cyprinodon bovinus","Cyprinodon","bovinus","Chordata","Teleostei","Cyprinodontiformes","Cyprinodontidae",NA,"Kennedy 1977","Comte","Cyprinodon bovinus_30.89_-102.88",25,30.89,-102.88,"inferred","Cyprinodon","bovinus","Diamond-Y Spring near Leon Creek Texas US",15,40.6,"tmax",0.17,"SD",6,"lethal","death","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","15","days",NA,"365","unk but a study used 1 year based on other related species (Hanna+ A. H.+ Carson+ E. W.+ Garrett+ G. P.+ & Gold+ J. R. (2015). Conservation genetics of six species of genus Dionda (Cyprinidae) in the southwestern United States. Monographs of the Western North American Naturalist+ 1-25.)","365","unk but a study used 1 year based on other related species (Hanna+ A. H.+ Carson+ E. W.+ Garrett+ G. P.+ & Gold+ J. R. (2015). Conservation genetics of six species of genus Dionda (Cyprinidae) in the southwestern United States. Monographs of the Western North American Naturalist+ 1-25.)","Y","unk",NA,NA,5.6,"TL male/unsexed -fishbase","3.8","TL male/unsexed -fishbase","3.8","TL male/unsexed -fishbase","Y","kunk","may burrow in mud like related species+ but not confirmed well (Kennedy+ S. E. (1977). Life history of the Leon Springs pupfish+ Cyprinodon bovinus. Copeia+ 93-103.)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,690,"20-23 months max (NatureServe Explorer)",NA,NA,NA,"N",NA,NA,NA,NA,"","",7.72640030330826,9.02900601177256,7.78639591090155,0.215040991539038,0.0322527582256988,6.66736748634711,0.00262939832994973,0.125492978834169,0.304589004243908
641,"Cyprinodon nevadensis","Cyprinodon","nevadensis","Chordata","Teleostei","Cyprinodontiformes","Cyprinodontidae",NA,"Brown & Feldmeth 1971","Comte","Cyprinodon nevadensis_34.07_-117.28",30.07,34.07,-117.28,"","Cyprinodon","nevadensis","Jed's Motel Tecopa Hot Springs San Bernardino California US",NA,42.24,"tmax",0.31,"SD",20,"lethal","death","0.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"28","4-6 weeks (NatureServe Explorer)","28","4-6 weeks (NatureServe Explorer)","Y","unk","eggs adhere to substrate (NatureServe Explorer)",NA,7.8,"TL male/unsexed -fishbase (Debrot+ A. O. (2003). A review of the freshwater fishes of CuraÃ§ao+ with comments on those of Aruba and Bonaire. Caribbean Journal of Science+ 39(1)+ 100-108.)","4.5","TL male/unsexed -fishbase (Debrot+ A. O. (2003). A review of the freshwater fishes of CuraÃ§ao+ with comments on those of Aruba and Bonaire. Caribbean Journal of Science+ 39(1)+ 100-108.)","4.5","TL male/unsexed -fishbase (Debrot+ A. O. (2003). A review of the freshwater fishes of CuraÃ§ao+ with comments on those of Aruba and Bonaire. Caribbean Journal of Science+ 39(1)+ 100-108.)","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,365,"12 months expected lifespan (Lee+ R. M.+ & Gerking+ S. D. (1980). Survival and reproductive performance of the desert pupfish+ Cyprinodon n. nevadensis (Eigenmann and Eigenmann)+ in acid waters. Journal of Fish Biology+ 17(5)+ 507-515.)",NA,NA,NA,"N",NA,NA,NA,NA,"","",7.68184729376373,9.35363772338978,7.73095832190753,0.156848929638242,0.0217637840442698,7.20687768814444,0.0187145488493397,0.0632069248104868,0.250490934465997
645,"Cyprinodon nevadensis","Cyprinodon","nevadensis","Chordata","Teleostei","Cyprinodontiformes","Cyprinodontidae",NA,"Brown & Feldmeth 1971","Comte","Cyprinodon nevadensis_36.93_-117.31",14.78,36.93,-117.31,"","Cyprinodon","nevadensis","Amargosa River, Inyo County, California",29,39.1,"tmax",0.81,"SD",15,"lethal","death","0.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","29","days",NA,"28","4-6 weeks (NatureServe Explorer)","28","4-6 weeks (NatureServe Explorer)","Y","unk","eggs adhere to substrate (NatureServe Explorer)",NA,7.8,"TL male/unsexed -fishbase (Debrot+ A. O. (2003). A review of the freshwater fishes of CuraÃ§ao+ with comments on those of Aruba and Bonaire. Caribbean Journal of Science+ 39(1)+ 100-108.)","4.5","TL male/unsexed -fishbase (Debrot+ A. O. (2003). A review of the freshwater fishes of CuraÃ§ao+ with comments on those of Aruba and Bonaire. Caribbean Journal of Science+ 39(1)+ 100-108.)","4.5","TL male/unsexed -fishbase (Debrot+ A. O. (2003). A review of the freshwater fishes of CuraÃ§ao+ with comments on those of Aruba and Bonaire. Caribbean Journal of Science+ 39(1)+ 100-108.)","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,365,"12 months expected lifespan (Lee+ R. M.+ & Gerking+ S. D. (1980). Survival and reproductive performance of the desert pupfish+ Cyprinodon n. nevadensis (Eigenmann and Eigenmann)+ in acid waters. Journal of Fish Biology+ 17(5)+ 507-515.)",NA,NA,NA,"N",NA,NA,NA,NA,"","",9.5608362447405,11.4673766660917,9.59732030971631,0.16336173494685,0.021171364611556,7.71616463766735,2.95056310918868e-05,0.115468780844607,0.211254689049094
663,"Cyprinus carpio","Cyprinus","carpio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Sheng & Xu 2008","Comte","Cyprinus carpio_26.47_99.15",10,26.47,99.15,"","Cyprinus","carpio","Dahuofang reservoir Yingpan China",NA,28.3,"tmax",NA,"SD",NA,"lethal","death","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"1460","4-6 years (IUCN Red List)","1095","3-5 years (IUCN Red List)",NA,"10-100","MOVEMENT:  85% recaptured were within 20 km of their release location+ 7% moved 100+km+ 890 km maximum distance moved (https://doi.org/10.1111/j.1365-2400.2006.00495.x) LARVAE: adhesive eggs and larvae inhabit backwater ",NA,120,"TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","31","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","not seasonal https://doi.org/10.1111/j.1365-2400.2006.00495.x",NA,NA,"figure 2 shows no seasonal migration pattern (https://doi.org/10.1111/j.1365-2400.2006.00495.x)+ therefore not considered migration by our def.","Nikki","78.54","80% stayed within 5 km of release - used as radius (https://doi.org/10.1111/j.1365-2400.2006.00495.x)",13870,"17-20 years typical+ 38 years max (fishbase + NatureServe Explorer)",NA,NA,NA,"N",NA,NA,NA,NA,"","",4.74975359962139,5.27035991104291,4.77820274213692,0.391258974358974,0.0701486892660286,5.57756643000388,5.28148929288075e-05,0.241740582501284,0.540777366216665
708,"Danio rerio","Danio","rerio","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Majhi & Das 2013","Comte","Danio rerio_25.67_91.93",20,25.67,91.93,"","Danio","rerio","Barapani Meghalaya India",45,39.8,"tmax",0.07,"SD",NA,"lethal","death","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","45","days",NA,"90","3 months (doi:10.1089/zeb.2014.0976)","90","3 months (doi:10.1089/zeb.2014.0976)",NA,"unk","GENETIC: study suggests high connectivity between populations more than 100km apart but might be a bit of a stretch (https://doi.org/10.1046/j.0947-5745.2003.00240.x)",NA,3.8,"SL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","tropical fish (fishbase)","non-migratory","https://doi.org/10.1080/10236240600562844",NA,NA,NA,"Nikki","unk",NA,365,"annual species+ max 1 year - IUCN redlist",NA,NA,NA,"N",NA,NA,NA,NA,"","",3.33518304540877,5.26857859646939,3.39881350073887,0.197000000000001,0.106447169995261,1.85068330147971,0.113682405219933,-0.0634668417822457,0.457466841782247
769,"Dorosoma cepedianum","Dorosoma","cepedianum","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Hart 1952","Comte","Dorosoma cepedianum_35.96_-83.92",25,35.96,-83.92,"","Dorosoma","cepedianum","Knoxville Tenesee US",NA,34.6,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,"pp. 515–560. London: Wiley.",NA,NA,"Freshwater",NA,"days",NA,"730","AnAge","730","AnAge",NA,"unk","LARVAE: pelagic larvae (DOI: 10.2307/2425511) and larval stage complete by 35-40mm TL (https://doi.org/10.1071/MF9900695) no growth rate found",NA,57,"TL male/unsexed -fishbase","35","SL male/unsexed -fishbase","35","SL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,2190,"4-6 years average+ 10 years max (fishbase + NatureServe Explorer)",NA,NA,NA,"N",NA,NA,NA,NA,"","",8.42704633645091,9.04849778616483,8.43753015048015,0.240000000000002,NA,NA,NA,NA,NA
772,"Dorosoma cepedianum","Dorosoma","cepedianum","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Hart 1952","Comte","Dorosoma cepedianum_41.65_-82.83",25,41.65,-82.83,"","Dorosoma","cepedianum","Put-in Bay Ohio US",NA,34,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"730","AnAge","730","AnAge",NA,"unk","LARVAE: pelagic larvae (DOI: 10.2307/2425511) and larval stage complete by 35-40mm TL (https://doi.org/10.1071/MF9900695) no growth rate found",NA,57,"TL male/unsexed -fishbase","35","SL male/unsexed -fishbase","35","SL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,2190,"4-6 years average+ 10 years max (fishbase + NatureServe Explorer)",NA,NA,NA,"N",NA,NA,NA,NA,"","",10.219736803579,11.077873007651,10.2288590330879,0.249999999999999,0.0866025403784432,2.88675134594814,0.212295615009656,-0.850389608721337,1.35038960872133
838,"Etheostoma blennioides","Etheostoma","blennioides","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma blennioides_39.72_-84.394",10,39.72,-84.394,"inferred","Etheostoma","blennioides","centroid of Indian Creek (Butler County) and Lost Creek (Miami County), Southwestern Ohio, United States",NA,33.5,"tmax",NA,"SD",20,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","AnAge","365","AnAge",NA,"10-100","LARVAE: PLD 2 weeks; fry settle to bottom and behave as adults after 2 weeks (http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.579.2561&rep=rep1&type=pdf)",NA,17,"TL male/unsexed -fishbase","5.5","TL male/unsexed -fishbase","5.5","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,1825,"5 years max (fishbase)",NA,NA,NA,"N",NA,NA,NA,NA,"","",10.8118872611699,11.7404517349475,10.8167845367836,0.100000000000001,NA,NA,NA,NA,NA
841,"Etheostoma caeruleum","Etheostoma","caeruleum","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma caeruleum_39.72_-84.394",10,39.72,-84.394,"inferred","Etheostoma","caeruleum","centroid of Indian Creek (Butler County) and Lost Creek (Miami County), Southwestern Ohio, United States",NA,32,"tmax",NA,"SD",27,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","1 year (Marjan+ P.+ Martyniuk+ C. J.+ Fuzzen+ M. L.+ MacLatchy+ D. L.+ McMaster+ M. E.+ & Servos+ M. R. (2017). Returning to normal? Assessing transcriptome recovery over time in male rainbow darter (Etheostoma caeruleum) liver in response to wastewaterâ€êtreatment plant upgrades. Environmental toxicology and chemistry+ 36(8)+ 2108-2122.)","365","1 year (Marjan+ P.+ Martyniuk+ C. J.+ Fuzzen+ M. L.+ MacLatchy+ D. L.+ McMaster+ M. E.+ & Servos+ M. R. (2017). Returning to normal? Assessing transcriptome recovery over time in male rainbow darter (Etheostoma caeruleum) liver in response to wastewaterâ€êtreatment plant upgrades. Environmental toxicology and chemistry+ 36(8)+ 2108-2122.)","Y","0-1","MOVEMENT: high site fidelity and move max of 975m+ site fidelity to riffles spaced less than 350m apart (https://doi.org/10.1002/rra.3161) LARVAE: larval stage less than 10 days (Paine+ M. D.+ & Balon+ E. K. (1984). Early development of the rainbow darter+ Etheostoma caeruleum+ according to the theory of saltatory ontogeny. Environmental biology of fishes+ 11(4)+ 277-299.)",NA,7.7,"TL male/unsexed -fishbase","5.3","TL male/unsexed -fishbase","5.3","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.00196-0.00785","site fidelity to riffles of 50â€“100 m in length+ used as diameter (https://doi.org/10.1002/rra.3161)",1095,"3 years max (fishbase)",NA,NA,NA,"N",NA,NA,NA,NA,"","",10.8003735366734,11.9584098837978,10.8167845367836,0.200000000000001,NA,NA,NA,NA,NA
848,"Etheostoma flabellare","Etheostoma","flabellare","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma flabellare_39.72_-84.394",10,39.72,-84.394,"inferred","Etheostoma","flabellare","centroid of Indian Creek (Butler County) and Lost Creek (Miami County), Southwestern Ohio, United States",NA,34,"tmax",NA,"SD",12,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","1 year (NatureServe Explorer)","365","1 year (NatureServe Explorer)","Y","0-1","MOVEMENT: max 178.5m travelled between riffle habitats - table 1+ and high site fidelity+  87% moved from their initial point of capture (https://thekeep.eiu.edu/theses/1539/ + https://doi.org/10.1080/02705060.1984.9664612) LARVAE: eggs laid under stones (IUCN Red List)",NA,8.4,"TL male/unsexed -fishbase","5.2","TL male/unsexed -fishbase","5.2","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.0000283","75% of movements within 30m of initial site (https://doi.org/10.1080/02705060.1984.9664612)",1580,"4 years max (fishbase)",NA,NA,NA,"N",NA,NA,NA,NA,"","",10.7907861437078,11.9443011673349,10.8167845367836,0.14,0.179025137899682,0.782013082869123,0.516089209125802,-0.630282998277839,0.910282998277839
858,"Etheostoma nigrum","Etheostoma","nigrum","Chordata","Teleostei","Perciformes","Percidae",NA,"Smith & Fausch 1997","Comte","Etheostoma nigrum_40.42_-104.6",20,40.42,-104.6,"","Etheostoma","nigrum","Cache la Poudre River Colorado US",14,34,"tmax",NA,"SD",15,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","14","days",NA,"365","1 year (NatureServe Explorer)","365","1 year (NatureServe Explorer)","Y","0-1","MOVEMENT: max 155.5m travelled between habitats - table 1 (https://doi.org/10.1080/02705060.1984.9664612) and high site fidelity+  96% moved from their initial point of capture (https://thekeep.eiu.edu/theses/1539/) LARVAE: eggs laid under stones (IUCN Red List)",NA,7.2,"TL male/unsexed -fishbase","3.9","TL male/unsexed -fishbase","3.9","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.0000283","75% of movements within 30m of initial site (https://doi.org/10.1080/02705060.1984.9664612)",1580,"4 years max (fishbase)",NA,NA,NA,"N",NA,NA,NA,NA,"","",10.0729154433467,11.0702954537767,10.1090171721986,0.34,NA,NA,NA,NA,NA
867,"Etheostoma spectabile","Etheostoma","spectabile","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma spectabile_48.362839_-96.164033",20,48.362839,-96.164033,"inferred","Etheostoma","spectabile","Brier Creek, State 32 Highway, Marshall County, Minnesota, United States",NA,34.4,"tmax",1.11,"SD",25,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","1 year (NatureServe Explorer)","365","1 year (NatureServe Explorer)","Y","0-1","MOVEMENT: max 178.5m travelled between habitats - table 1 (https://doi.org/10.1080/02705060.1984.9664612) LARVAE: eggs buried (IUCN Red List)",NA,7.2,"TL male/unsexed -fishbase","4.7","TL male/unsexed -fishbase","4.7","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.0000283","75% of movements within 30m of initial site (https://doi.org/10.1080/02705060.1984.9664612)",730,"rarely longer than 2 years (http://www.twdb.texas.gov/publications/reports/contracted_reports/doc/95483107_Edwards-Ecol%20Profiles%20Freshwater%20Fish%20Part%20I.pdf)",NA,NA,NA,"N",NA,NA,NA,NA,"","",14.3701435812317,16.7886323040672,14.4177758365282,0.38888888888889,NA,NA,NA,NA,NA
