"intratherm_id","genus_species","genus","species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","logic_source_for_dispersal_distance2","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","Home.range.size_Km2","logic.source_for_Home.range.size","lifespan_days","lifespan_days_reference","Notes","is_in_south","season_when_away_100km_start","season_when_away_100km_stop","season_inactive_start","season_inactive_stop","season_inactive_start2","season_inactive_stop2","experienced_var_mean","experienced_var_max","ARR","std.error","statistic","p.value","conf.low","conf.high"
95,"Ambassis ambassis","Ambassis","ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Rajaguru 2002","Comte","Ambassis ambassis_11.49_79.76",28,11.49,79.76,"","Ambassis","ambassis","Vellar Brackish Tamil Nadu India",NA,37.02,"tmax",0.13,"SD",10,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","Y","unk","classified as resident species in estuaries (http://dx.doi.org/10.4314/wsa.v41i1.12)",NA,15,"TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,1095,"males 2 years+ females potentially 3 (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)",NA,"N",NA,NA,NA,NA,"","",2.26317104646582,2.49247793714568,0.213545816733069,0.119628531462658,1.785074297261,0.124499025049545,-0.0791746546379766,0.506266288104114
96,"Ambassis ambassis","Ambassis","ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Rajaguru 2002","Comte","Ambassis ambassis_11.49_79.76",28,11.49,79.76,"","Ambassis","ambassis","Vellar Brackish Tamil Nadu India",NA,38.5,"tmax",NA,"SD",10,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","Y","unk","classified as resident species in estuaries (http://dx.doi.org/10.4314/wsa.v41i1.12)",NA,15,"TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,1095,"males 2 years+ females potentially 3 (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)",NA,"N",NA,NA,NA,NA,"","",2.26317104646582,2.49247793714568,0.213545816733069,0.119628531462658,1.785074297261,0.124499025049545,-0.0791746546379766,0.506266288104114
97,"Ambassis ambassis","Ambassis","ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Rajaguru 2002","Comte","Ambassis ambassis_11.49_79.76",28,11.49,79.76,"","Ambassis","ambassis","Vellar Brackish Tamil Nadu India",NA,40.5,"tmax",NA,"SD",10,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","365","12 months (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)","Y","unk","classified as resident species in estuaries (http://dx.doi.org/10.4314/wsa.v41i1.12)",NA,15,"TL male/unsexed -fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,1095,"males 2 years+ females potentially 3 (Milton+ D. A.+ & Arthington+ A. H. (1985). Reproductive strategy and growth of the Australian smelt+ Retropinna semoni (Weber)(Pisces: Retropinnidae)+ and the olive perchlet+ Ambassis nigripinnis (de Vis)(Pisces: Ambassidae)+ in Brisbane+ south-eastern Queensland. Marine and Freshwater Research+ 36(3)+ 329-341.)",NA,"N",NA,NA,NA,NA,"","",2.26317104646582,2.49247793714568,0.213545816733069,0.119628531462658,1.785074297261,0.124499025049545,-0.0791746546379766,0.506266288104114
159,"Ameiurus melas","Ameiurus","melas","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Spotila et al. 1979","Comte","Ameiurus melas_42.08_-81.34",23,42.08,-81.34,"","Ameiurus","melas","Lake Erie",NA,35,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"730","AnAge","730","AnAge",NA,"unk","LARVAE: ""fry remain close to adult for around two weeks"" implies no large dispersal of larvae",NA,66,"TL male/unsexed -fishbase","26.6","TL male/unsexed -fishbase","26.6","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","kunk","https://animaldiversity.org/accounts/Ameiurus_melas/",3650,"5 years average+ 10 years max (fishbase + ADW)",NA,"N",NA,NA,NA,NA,"","",9.35900929800893,9.59499981143939,NA,NA,NA,NA,NA,NA
160,"Ameiurus melas","Ameiurus","melas","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Beitinger et al. 2000","Comte","Ameiurus melas_39.016739_-90.992256",26,39.016739,-90.992256,"inferred","Ameiurus","melas","Cuivre River, Missouri, United States",NA,38.1,"tmax",0.39,"SD",7,"critical","LOE","0.017",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"730","AnAge","730","AnAge",NA,"unk","LARVAE: ""fry remain close to adult for around two weeks"" implies no large dispersal of larvae",NA,66,"TL male/unsexed -fishbase","26.6","TL male/unsexed -fishbase","26.6","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","kunk","https://animaldiversity.org/accounts/Ameiurus_melas/",3650,"5 years average+ 10 years max (fishbase + ADW)",NA,"N",NA,NA,NA,NA,"","",8.74642058604285,9.17082673771652,NA,NA,NA,NA,NA,NA
163,"Ameiurus natalis","Ameiurus","natalis","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Spotila et al. 1979","Comte","Ameiurus natalis_42.08_-81.34",22.2,42.08,-81.34,"","Ameiurus","natalis","Lake Erie",NA,36.4,"tmax",NA,"SD",NA,"critical","LOE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"730","AnAge","730","AnAge",NA,"unk","LARVAE: ""young fry are herded into tight schools by the male and protected until they are approximately two inches long."" (https://animaldiversity.org/accounts/Ameiurus_natalis/)",NA,60,"TL male/unsexed -fishbase","22.5","TL male/unsexed -fishbase","22.5","TL male/unsexed -fishbase","Y","none","found to move under the ice (DOI: 10.2307/1439630)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","kunk","https://animaldiversity.org/accounts/Ameiurus_natalis/",2555,"4 years avergae+ 7 years max (https://animaldiversity.org/accounts/Ameiurus_natalis/)",NA,"N",NA,NA,NA,NA,"","",9.36324793882551,9.73247799124892,0.560000000000002,4.26958346030302e-15,131160335711123,4.85375223321873e-15,0.559999999999948,0.560000000000056
167,"Ameiurus natalis","Ameiurus","natalis","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Beitinger et al. 2000","Comte","Ameiurus natalis_39.201_-92.177",26,39.201,-92.177,"inferred","Ameiurus","natalis","centroid of Salt River, Lamine River, Missouri, United States",NA,37.9,"tmax",0.44,"SD",7,"critical","LOE","0.017",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"730","AnAge","730","AnAge",NA,"unk","LARVAE: ""young fry are herded into tight schools by the male and protected until they are approximately two inches long."" (https://animaldiversity.org/accounts/Ameiurus_natalis/)",NA,60,"TL male/unsexed -fishbase","22.5","TL male/unsexed -fishbase","22.5","TL male/unsexed -fishbase","Y","none","found to move under the ice (DOI: 10.2307/1439630)","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","kunk","https://animaldiversity.org/accounts/Ameiurus_natalis/",2555,"4 years avergae+ 7 years max (https://animaldiversity.org/accounts/Ameiurus_natalis/)",NA,"N",NA,NA,NA,NA,"","",6.97883612474007,8.69183469320905,NA,NA,NA,NA,NA,NA
277,"Anguilla australis","Anguilla","australis","Chordata","Teleostei","Anguilliformes","Anguillidae",NA,"Simons 1984","Comte","Anguilla australis_-37.27_174.87",12,-37.27,174.87,"","Anguilla","australis","Lower Waikato River New Zealand",7,33.4,"tmax",1,"SD",13,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,"6570","18-24 years (https://fishesofaustralia.net.au/)","5110","14 years (https://fishesofaustralia.net.au/)",NA,"100+","LARVAL: larval transport duration is 7-8 months (IUCN Red List) MIGRATION: 3715 m linear distance travelled during ontogenetic migration (10.1111/j.1095-8649.1979.tb03557.x)",NA,130,"TL male/unsexed - fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,"ontogenetic migrant DISTANCE: 3000km+ (https://doi.org/10.3389/fphys.2015.00256 ) TIMING: catadromous eel+ spawn once before death+ age at spawning migration varies depending on growth rate+ occurs in late summer to early autumn (IUCN Red List)","Sarah/Nikki","0.5","of the eels recaptured in the study 81% were within 400m of initial capture site+ treated as radius (Beumer 1979) (adults)",11680,"32 years max (AnAge)",NA,"Y",NA,NA,NA,NA,"","",4.33588987551774,4.36171420533015,0.2741214057508,0.00110674173007619,247.683265482299,0.00257028391499314,0.260058918738383,0.288183892763216
278,"Anguilla australis","Anguilla","australis","Chordata","Teleostei","Anguilliformes","Anguillidae",NA,"Simons 1984","Comte","Anguilla australis_-37.27_174.87",20,-37.27,174.87,"","Anguilla","australis","Lower Waikato River New Zealand",7,35.6,"tmax",1.53,"SD",16,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,"6570","18-24 years (https://fishesofaustralia.net.au/)","5110","14 years (https://fishesofaustralia.net.au/)",NA,"100+","LARVAL: larval transport duration is 7-8 months (IUCN Red List) MIGRATION: 3715 m linear distance travelled during ontogenetic migration (10.1111/j.1095-8649.1979.tb03557.x)",NA,130,"TL male/unsexed - fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,"ontogenetic migrant DISTANCE: 3000km+ (https://doi.org/10.3389/fphys.2015.00256 ) TIMING: catadromous eel+ spawn once before death+ age at spawning migration varies depending on growth rate+ occurs in late summer to early autumn (IUCN Red List)","Sarah/Nikki","0.5","of the eels recaptured in the study 81% were within 400m of initial capture site+ treated as radius (Beumer 1979) (adults)",11680,"32 years max (AnAge)",NA,"Y",NA,NA,NA,NA,"","",4.33588987551774,4.36171420533015,0.2741214057508,0.00110674173007619,247.683265482299,0.00257028391499314,0.260058918738383,0.288183892763216
279,"Anguilla australis","Anguilla","australis","Chordata","Teleostei","Anguilliformes","Anguillidae",NA,"Simons 1984","Comte","Anguilla australis_-37.27_174.87",21.5,-37.27,174.87,"","Anguilla","australis","Lower Waikato River New Zealand",7,36,"tmax",0.62,"SD",12,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","7","days",NA,"6570","18-24 years (https://fishesofaustralia.net.au/)","5110","14 years (https://fishesofaustralia.net.au/)",NA,"100+","LARVAL: larval transport duration is 7-8 months (IUCN Red List) MIGRATION: 3715 m linear distance travelled during ontogenetic migration (10.1111/j.1095-8649.1979.tb03557.x)",NA,130,"TL male/unsexed - fishbase",NA,NA,NA,NA,NA,"none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,"ontogenetic migrant DISTANCE: 3000km+ (https://doi.org/10.3389/fphys.2015.00256 ) TIMING: catadromous eel+ spawn once before death+ age at spawning migration varies depending on growth rate+ occurs in late summer to early autumn (IUCN Red List)","Sarah/Nikki","0.5","of the eels recaptured in the study 81% were within 400m of initial capture site+ treated as radius (Beumer 1979) (adults)",11680,"32 years max (AnAge)",NA,"Y",NA,NA,NA,NA,"","",4.33588987551774,4.36171420533015,0.2741214057508,0.00110674173007619,247.683265482299,0.00257028391499314,0.260058918738383,0.288183892763216
2157,"Plethodon glutinosus","Plethodon","glutinosus","Chordata","Amphibia","Caudata","Plethodontidae","FL","Elwood_2003","intratherm_team","Plethodon glutinosus_36.95_-81.76",15,36.95,-81.76,"","Plethodon","glutinosus","Smyth, Virginia, USA",28,33.4,"tmax",0.17,"SE",11,"critical","onset_of_spasm","1",NA,NA,"15",NA,1040,NA,NA,NA,NA,"Terrestrial","4w","weeks","walking","910","AnAge","730","AmphiBio",NA,"0-1","Wells+ K. D. and Wells+ R. A. 1976. Patterns of movement in a population of the slimy salamander+ Plethodon glutinosus+ with observations on aggregations.  / Herpetologica 32: 156 -162.",NA,6.5,"Powders+ V.N. 1973. Cannibalism by the slimy salamander+æê¬ethodon glutinosusæ©® eastern Tennessee. Journal of Herpetology 7:139ä_±140.",NA,NA,NA,NA,NA,"Summer and Winter","winter (AmphibiaWeb) goes underground during dry or freezing weather (IUCN Redlist) - hibernation and aestivation (NatureServe Explorer)","non-migratory","taxa","none",NA,NA,"Micky/Ilona/Nikki","0.0000065-0.000014","70.2-154.9ft2 (https://www.biodiversitylibrary.org/part/101962#/details)",1825,"5 years max (AmphibiaWeb+ Semlitsch 1980)",NA,"N",NA,NA,0.458,0.625,"0.875","0.125",5.63498882712339,6.5174016079689,0.0800000000000008,NA,NA,NA,NA,NA
2158,"Plethodon glutinosus","Plethodon","glutinosus","Chordata","Amphibia","Caudata","Plethodontidae","FL","Elwood_2003","intratherm_team","Plethodon glutinosus_36.95_-81.76",25,36.95,-81.76,"","Plethodon","glutinosus","Smyth, Virginia, USA",28,34.2,"tmax",0.21,"SE",10,"critical","onset_of_spasm","1",NA,NA,"15",NA,1040,NA,NA,NA,NA,"Terrestrial","4w","weeks","walking","910","AnAge","730","AmphiBio",NA,"0-1","Wells+ K. D. and Wells+ R. A. 1976. Patterns of movement in a population of the slimy salamander+ Plethodon glutinosus+ with observations on aggregations.  / Herpetologica 32: 156 -162.",NA,6.5,"Powders+ V.N. 1973. Cannibalism by the slimy salamander+æê¬ethodon glutinosusæ©® eastern Tennessee. Journal of Herpetology 7:139ä_±140.",NA,NA,NA,NA,NA,"Summer and Winter","winter (AmphibiaWeb) goes underground during dry or freezing weather (IUCN Redlist) - hibernation and aestivation (NatureServe Explorer)","non-migratory","taxa","none",NA,NA,"Micky/Ilona/Nikki","0.0000065-0.000014","70.2-154.9ft2 (https://www.biodiversitylibrary.org/part/101962#/details)",1825,"5 years max (AmphibiaWeb+ Semlitsch 1980)",NA,"N",NA,NA,0.458,0.625,"0.875","0.125",5.63498882712339,6.5174016079689,0.0800000000000008,NA,NA,NA,NA,NA
2159,"Plethodon glutinosus","Plethodon","glutinosus","Chordata","Amphibia","Caudata","Plethodontidae","FL","Elwood_2003","intratherm_team","Plethodon glutinosus_39.31_-80.2",15,39.31,-80.2,"","Plethodon","glutinosus","Pocahontas, West Virginia, USA",28,33.3,"tmax",0.25,"SE",10,"critical","onset_of_spasm","1",NA,NA,"15",NA,975,NA,NA,NA,NA,"Terrestrial","4w","weeks","walking","910","AnAge","730","AmphiBio",NA,"0-1","Wells+ K. D. and Wells+ R. A. 1976. Patterns of movement in a population of the slimy salamander+ Plethodon glutinosus+ with observations on aggregations.  / Herpetologica 32: 156 -162.",NA,6.5,"Powders+ V.N. 1973. Cannibalism by the slimy salamander+æê¬ethodon glutinosusæ©® eastern Tennessee. Journal of Herpetology 7:139ä_±140.",NA,NA,NA,NA,NA,"Summer and Winter","winter (AmphibiaWeb) goes underground during dry or freezing weather (IUCN Redlist) - hibernation and aestivation (NatureServe Explorer)","non-migratory","taxa","none",NA,NA,"Micky/Ilona/Nikki","0.0000065-0.000014","70.2-154.9ft2 (https://www.biodiversitylibrary.org/part/101962#/details)",1825,"5 years max (AmphibiaWeb+ Semlitsch 1980)",NA,"N",NA,NA,0.458,0.625,"0.875","0.125",6.44800700560427,7.28871125608523,0.130000000000001,NA,NA,NA,NA,NA
2160,"Plethodon glutinosus","Plethodon","glutinosus","Chordata","Amphibia","Caudata","Plethodontidae","FL","Elwood_2003","intratherm_team","Plethodon glutinosus_39.31_-80.2",25,39.31,-80.2,"","Plethodon","glutinosus","Pocahontas, West Virginia, USA",28,34.6,"tmax",0.22,"SE",10,"critical","onset_of_spasm","1",NA,NA,"15",NA,975,NA,NA,NA,NA,"Terrestrial","4w","weeks","walking","910","AnAge","730","AmphiBio",NA,"0-1","Wells+ K. D. and Wells+ R. A. 1976. Patterns of movement in a population of the slimy salamander+ Plethodon glutinosus+ with observations on aggregations.  / Herpetologica 32: 156 -162.",NA,6.5,"Powders+ V.N. 1973. Cannibalism by the slimy salamander+æê¬ethodon glutinosusæ©® eastern Tennessee. Journal of Herpetology 7:139ä_±140.",NA,NA,NA,NA,NA,"Summer and Winter","winter (AmphibiaWeb) goes underground during dry or freezing weather (IUCN Redlist) - hibernation and aestivation (NatureServe Explorer)","non-migratory","taxa","none",NA,NA,"Micky/Ilona/Nikki","0.0000065-0.000014","70.2-154.9ft2 (https://www.biodiversitylibrary.org/part/101962#/details)",1825,"5 years max (AmphibiaWeb+ Semlitsch 1980)",NA,"N",NA,NA,0.458,0.625,"0.875","0.125",6.44800700560427,7.28871125608523,0.130000000000001,NA,NA,NA,NA,NA
2161,"Plethodon glutinosus","Plethodon","glutinosus","Chordata","Amphibia","Caudata","Plethodontidae","FL","Elwood_2003","intratherm_team","Plethodon glutinosus_40.78_-75.28",15,40.78,-75.28,"","Plethodon","glutinosus","Northampton County, Pennsylvania, USA",28,32.5,"tmax",0.16,"SE",10,"critical","onset_of_spasm","1",NA,NA,"15",NA,122,NA,NA,NA,NA,"Terrestrial","4w","weeks","walking","910","AnAge","730","AmphiBio",NA,"0-1","Wells+ K. D. and Wells+ R. A. 1976. Patterns of movement in a population of the slimy salamander+ Plethodon glutinosus+ with observations on aggregations.  / Herpetologica 32: 156 -162.",NA,6.5,"Powders+ V.N. 1973. Cannibalism by the slimy salamander+æê¬ethodon glutinosusæ©® eastern Tennessee. Journal of Herpetology 7:139ä_±140.",NA,NA,NA,NA,NA,"Summer and Winter","winter (AmphibiaWeb) goes underground during dry or freezing weather (IUCN Redlist) - hibernation and aestivation (NatureServe Explorer)","non-migratory","taxa","none",NA,NA,"Micky/Ilona/Nikki","0.0000065-0.000014","70.2-154.9ft2 (https://www.biodiversitylibrary.org/part/101962#/details)",1825,"5 years max (AmphibiaWeb+ Semlitsch 1980)",NA,"N",NA,NA,0.458,0.625,"0.875","0.125",6.46339796454465,7.20697213070046,0.2,NA,NA,NA,NA,NA
2162,"Plethodon glutinosus","Plethodon","glutinosus","Chordata","Amphibia","Caudata","Plethodontidae","FL","Elwood_2003","intratherm_team","Plethodon glutinosus_40.78_-75.28",25,40.78,-75.28,"","Plethodon","glutinosus","Northampton County, Pennsylvania, USA",28,34.5,"tmax",0.32,"SE",9,"critical","onset_of_spasm","1",NA,NA,"15",NA,122,NA,NA,NA,NA,"Terrestrial","4w","weeks","walking","910","AnAge","730","AmphiBio",NA,"0-1","Wells+ K. D. and Wells+ R. A. 1976. Patterns of movement in a population of the slimy salamander+ Plethodon glutinosus+ with observations on aggregations.  / Herpetologica 32: 156 -162.",NA,6.5,"Powders+ V.N. 1973. Cannibalism by the slimy salamander+æê¬ethodon glutinosusæ©® eastern Tennessee. Journal of Herpetology 7:139ä_±140.",NA,NA,NA,NA,NA,"Summer and Winter","winter (AmphibiaWeb) goes underground during dry or freezing weather (IUCN Redlist) - hibernation and aestivation (NatureServe Explorer)","non-migratory","taxa","none",NA,NA,"Micky/Ilona/Nikki","0.0000065-0.000014","70.2-154.9ft2 (https://www.biodiversitylibrary.org/part/101962#/details)",1825,"5 years max (AmphibiaWeb+ Semlitsch 1980)",NA,"N",NA,NA,0.458,0.625,"0.875","0.125",6.46339796454465,7.20697213070046,0.2,NA,NA,NA,NA,NA
370,"Carpiodes cyprinus","Carpiodes","cyprinus","Chordata","Teleostei","Cypriniformes","Catostomidae",NA,"Mundahl 1990","Comte","Carpiodes cyprinus_39.97_-82.81",24,39.97,-82.81,"","Carpiodes","cyprinus","Indian Creek Ohio US",NA,38.8,"tmax",0.8,"SD",6,"critical","LOE","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"2190","minimum 6 years (Parker+ B. R.+ & Franzin+ W. G. (1991). Reproductive biology of the quillback+ Carpiodes cyprinus+ in a small prairie river. Canadian Journal of Zoology+ 69(8)+ 2133-2139.)","1460","minimum 4 years (Parker+ B. R.+ & Franzin+ W. G. (1991). Reproductive biology of the quillback+ Carpiodes cyprinus+ in a small prairie river. Canadian Journal of Zoology+ 69(8)+ 2133-2139.)",NA,"10-100","MIGRATION: migration of up to 32km (http://explorer.natureserve.org/servlet/NatureServe?searchName=Carpiodes%20cyprinus) all other info unk",NA,45.7,"TL max of spawners over two years (Parker+ B. R.+ & Franzin+ W. G. (1991). Reproductive biology of the quillback+ Carpiodes cyprinus+ in a small prairie river. Canadian Journal of Zoology+ 69(8)+ 2133-2139.)","44.4-44.9","FL mean of spawners over two years (Parker+ B. R.+ & Franzin+ W. G. (1991). Reproductive biology of the quillback+ Carpiodes cyprinus+ in a small prairie river. Canadian Journal of Zoology+ 69(8)+ 2133-2139.)","40.9-41.3","FL mean of spawners over two years (Parker+ B. R.+ & Franzin+ W. G. (1991). Reproductive biology of the quillback+ Carpiodes cyprinus+ in a small prairie river. Canadian Journal of Zoology+ 69(8)+ 2133-2139.)",NA,"none","no dormancy reported","migratory","NatureServe Explorer",NA,NA,"POPULATION SPECIFIC: may migrate up to 32km (http://explorer.natureserve.org/servlet/NatureServe?searchName=Carpiodes%20cyprinus) DETAILED TIMING: dependent on water temperatures - 5C or lower (http://explorer.natureserve.org/servlet/NatureServe?searchName=Carpiodes%20cyprinus)","Azenor/Nikki","unk",NA,4015,"max 11 years https://animaldiversity.org/accounts/Carpiodes_cyprinus/","complicated migration","N",NA,NA,NA,NA,"","",3.76735939396849,4.22758834828705,NA,NA,NA,NA,NA,NA
371,"Carpiodes cyprinus","Carpiodes","cyprinus","Chordata","Teleostei","Cypriniformes","Catostomidae",NA,"Spotila et al. 1979","Comte","Carpiodes cyprinus_42.08_-81.34",23.3,42.08,-81.34,"","Carpiodes","cyprinus","Lake Erie",NA,37.2,"tmax",NA,"SD",NA,"critical","LOE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"2190","minimum 6 years (Parker+ B. R.+ & Franzin+ W. G. (1991). Reproductive biology of the quillback+ Carpiodes cyprinus+ in a small prairie river. Canadian Journal of Zoology+ 69(8)+ 2133-2139.)","1460","minimum 4 years (Parker+ B. R.+ & Franzin+ W. G. (1991). Reproductive biology of the quillback+ Carpiodes cyprinus+ in a small prairie river. Canadian Journal of Zoology+ 69(8)+ 2133-2139.)",NA,"10-100","MIGRATION: migration of up to 32km (http://explorer.natureserve.org/servlet/NatureServe?searchName=Carpiodes%20cyprinus) all other info unk",NA,45.7,"TL max of spawners over two years (Parker+ B. R.+ & Franzin+ W. G. (1991). Reproductive biology of the quillback+ Carpiodes cyprinus+ in a small prairie river. Canadian Journal of Zoology+ 69(8)+ 2133-2139.)","44.4-44.9","FL mean of spawners over two years (Parker+ B. R.+ & Franzin+ W. G. (1991). Reproductive biology of the quillback+ Carpiodes cyprinus+ in a small prairie river. Canadian Journal of Zoology+ 69(8)+ 2133-2139.)","40.9-41.3","FL mean of spawners over two years (Parker+ B. R.+ & Franzin+ W. G. (1991). Reproductive biology of the quillback+ Carpiodes cyprinus+ in a small prairie river. Canadian Journal of Zoology+ 69(8)+ 2133-2139.)",NA,"none","no dormancy reported","migratory","NatureServe Explorer",NA,NA,"POPULATION SPECIFIC: may migrate up to 32km (http://explorer.natureserve.org/servlet/NatureServe?searchName=Carpiodes%20cyprinus) DETAILED TIMING: dependent on water temperatures - 5C or lower (http://explorer.natureserve.org/servlet/NatureServe?searchName=Carpiodes%20cyprinus)","Azenor/Nikki","unk",NA,4015,"max 11 years https://animaldiversity.org/accounts/Carpiodes_cyprinus/","complicated migration","N",NA,NA,NA,NA,"","",9.35849766518433,9.6176450393949,NA,NA,NA,NA,NA,NA
